District,Tehsil,Village/Town,Property_Type,Ownership,Size_sq_m,Market_Price,Stamp_Duty%,Registration%,Broker%,Population,Amenities,Road_Access,Nearest_Neigh_km
Sehore,Jawar,Dewas Naka,Residential,Institutional,3220.8,18519403,6.0,2,0,10928,1,Yes,2.5
Sehore,Rehti,Rasuliya Khurd,Agricultural,Cooperative,6866.4,19430055,6.0,3,1,10916,2,No,13.9
Sehore,Shyampur,Chandbad,Commercial,Institutional,14143.4,67130055,7.5,3,3,4220,2,Yes,6.9
Sehore,Shyampur,Kankariya,Residential,Cooperative,8046.8,64408919,6.0,3,1,10201,11,No,3.1
Sehore,Ichhawar,Mangrola,Agricultural,Institutional,5294.8,6042551,7.5,3,3,9844,5,No,7.3
Sehore,Budhni,Dhaturiya Khurd,Industrial,Cooperative,741.1,5409525,7.5,3,5,10540,2,Yes,8.3
Sehore,Jawar,Ladkui,Agricultural,Cooperative,108.1,123876,5.0,3,3,9764,8,Yes,5.2
Sehore,Shyampur,Jetpura Kalan,Mixed-use,Cooperative,10827.8,80700631,7.5,2,2,2089,9,No,14.3
Sehore,Rehti,Shyampur,Mixed-use,Government,7529.8,24601431,7.5,3,0,2059,8,Yes,3.9
Sehore,Sehore,Pandharinath,Residential,Private,6945.0,41157441,5.0,2,0,7231,12,Yes,18.8
Sehore,Shyampur,Bagmau,Agricultural,Private,7374.1,32887080,7.5,2,4,5171,6,Yes,8.0
Sehore,Ichhawar,Barkheda,Agricultural,Government,9995.6,71620508,7.5,3,3,6633,11,Yes,7.1
Sehore,Jawar,Kalapipal,Industrial,Government,5570.8,35599940,6.0,3,0,8062,1,No,2.6
Sehore,Jawar,Khejra,Residential,Government,3518.8,13242116,5.0,2,4,169,2,No,3.9
Sehore,Shyampur,Kankariya,Commercial,Cooperative,9558.0,84154801,5.0,3,3,11066,15,Yes,6.3
Sehore,Sehore,Ralayati,Residential,Institutional,7840.8,9242527,7.5,2,5,894,15,No,13.5
Sehore,Jawar,Rasuliya,Industrial,Institutional,8445.9,18808522,5.0,2,2,3023,11,No,4.8
Sehore,Shyampur,Pipliya Khurd,Agricultural,Private,2191.0,11070332,7.5,3,3,9606,2,Yes,16.2
Sehore,Ichhawar,Bankheri,Commercial,Private,4016.7,25150160,6.0,2,3,1403,15,Yes,11.8
Sehore,Ichhawar,Dhodal,Mixed-use,Institutional,5963.2,42134696,6.0,3,2,10358,11,No,7.6
Sehore,Rehti,Ladkui,Commercial,Institutional,10321.7,36499644,6.0,2,0,8582,2,No,1.8
Sehore,Sehore,Mogra,Commercial,Private,10332.3,22266890,5.0,2,5,9767,4,No,16.8
Sehore,Sehore,Pipliya,Agricultural,Private,8092.9,66219924,6.0,2,2,6308,11,Yes,3.4
Sehore,Budhni,Jetpura,Mixed-use,Government,3039.0,10907413,5.0,2,0,3074,8,Yes,10.9
Sehore,Sehore,Ashta,Commercial,Private,7661.7,61505045,6.0,3,3,7961,1,Yes,19.8
Sehore,Shyampur,Jhal,Residential,Government,11650.2,46807376,7.5,3,0,7966,7,No,13.8
Sehore,Budhni,Rasuliya Kalan,Industrial,Government,14380.2,71784538,5.0,3,4,8627,14,No,11.3
Sehore,Nasrullaganj,Kachhi Barod,Mixed-use,Cooperative,12223.7,33969207,5.0,2,3,4922,11,No,15.9
Sehore,Nasrullaganj,Bamuliya Kalan,Industrial,Cooperative,4533.8,25890622,5.0,3,0,5340,12,Yes,12.2
Sehore,Ashta,Badiyakhedi,Agricultural,Private,14481.6,97816620,6.0,2,1,4938,3,No,16.3
Sehore,Budhni,Kalapipal Road,Industrial,Private,1920.9,2983562,6.0,2,1,6556,9,Yes,11.6
Sehore,Shyampur,Ashta,Industrial,Institutional,2693.3,23393476,5.0,2,4,4129,11,No,14.6
Sehore,Rehti,Dhaturiya,Industrial,Private,2177.7,4147762,7.5,2,4,11647,9,No,7.4
Sehore,Nasrullaganj,Pipliya,Residential,Government,12983.4,109378027,5.0,2,2,8983,4,No,3.9
Sehore,Budhni,Sehore City,Industrial,Institutional,6773.6,54751795,6.0,2,3,5153,6,No,7.6
Sehore,Jawar,Doraha Mal,Agricultural,Private,467.9,1077759,5.0,3,0,1498,3,Yes,3.9
Sehore,Rehti,Bhatkhedi,Mixed-use,Cooperative,8528.6,9342873,5.0,3,4,7484,2,No,18.6
Sehore,Budhni,Jamuniya,Residential,Government,567.3,2431700,6.0,2,4,5021,2,Yes,5.1
Sehore,Sehore,Sehore City,Agricultural,Private,14450.6,43741391,5.0,3,1,3966,8,No,11.2
Sehore,Budhni,Harpura Mal,Industrial,Cooperative,6906.0,54732503,6.0,2,0,6403,5,Yes,6.3
Sehore,Shyampur,Jetpura Khurd,Commercial,Private,9614.7,45952045,5.0,2,1,3749,3,No,11.6
Sehore,Sehore,Mogra,Agricultural,Cooperative,13450.4,41860573,6.0,2,0,5001,9,No,17.9
Sehore,Ashta,Pipliya Khurd,Agricultural,Cooperative,10902.4,29847854,5.0,2,2,6390,1,No,16.9
Sehore,Ichhawar,Borkhedi,Residential,Cooperative,8947.7,69699721,6.0,3,3,6825,14,Yes,2.2
Sehore,Ashta,Borkhedi,Mixed-use,Cooperative,5931.7,47743676,6.0,3,5,5802,7,No,9.3
Sehore,Shyampur,Kothrikalan,Commercial,Cooperative,10272.2,27536754,7.5,3,2,11196,1,Yes,11.6
Sehore,Nasrullaganj,Banet Mal,Industrial,Institutional,11145.3,12162445,6.0,3,5,9718,12,Yes,18.5
Sehore,Sehore,Kothri,Commercial,Government,13977.8,101399184,6.0,2,4,7305,15,No,17.8
Sehore,Shyampur,Kalapipal Road,Agricultural,Cooperative,689.9,4300861,7.5,3,1,6214,4,No,9.4
Sehore,Ichhawar,Ralayati,Residential,Private,903.2,4066603,5.0,3,0,2180,9,No,3.5
Sehore,Ashta,Sonda,Mixed-use,Government,4368.3,10098232,5.0,2,0,2394,4,Yes,5.1
Sehore,Sehore,Budhni,Industrial,Private,12531.0,107960357,6.0,3,5,3762,11,Yes,8.0
Sehore,Rehti,Dhaturiya Khurd,Commercial,Government,5168.1,27398609,6.0,3,1,9860,5,Yes,2.8
Sehore,Rehti,Bagwada,Industrial,Private,572.5,2324534,6.0,3,4,9154,6,No,10.7
Sehore,Rehti,Bagwada,Residential,Private,14430.8,87364199,7.5,2,2,2781,6,No,19.3
Sehore,Ichhawar,Kukri,Residential,Institutional,3773.9,17180797,6.0,2,2,5506,13,Yes,9.6
Sehore,Sehore,Gunaur,Mixed-use,Cooperative,8201.8,10000489,5.0,2,1,11880,10,Yes,3.5
Sehore,Jawar,Doraha,Industrial,Private,13537.3,23612304,7.5,3,4,6624,7,Yes,19.0
Sehore,Ichhawar,Bijepur,Industrial,Cooperative,2459.4,19882734,6.0,2,5,1299,5,Yes,16.1
Sehore,Rehti,Sonda,Commercial,Private,7150.4,45278222,6.0,3,2,1931,7,Yes,4.8
Sehore,Ichhawar,Bijepur,Mixed-use,Private,7107.4,8209680,5.0,2,1,8685,8,No,6.8
Sehore,Budhni,Kothrikalan,Residential,Government,10242.1,70106972,7.5,2,0,11898,15,No,7.3
Sehore,Rehti,Khejra,Residential,Cooperative,4189.4,20889663,5.0,2,0,4458,7,No,2.7
Sehore,Shyampur,Karadiya,Residential,Private,5384.2,22861476,7.5,3,2,4568,3,Yes,4.7
Sehore,Sehore,Nasrullaganj,Industrial,Institutional,4441.9,23732287,5.0,2,0,9435,6,No,2.9
Sehore,Jawar,Doraha Mal,Mixed-use,Government,6016.6,40056973,5.0,3,0,1490,14,No,6.8
Sehore,Ichhawar,Bilpank,Commercial,Cooperative,7322.6,23015875,7.5,3,4,11579,2,No,0.2
Sehore,Rehti,Shyampur,Residential,Cooperative,7485.6,66245558,6.0,2,0,10165,3,No,1.6
Sehore,Ichhawar,Shyampur,Residential,Government,8281.7,56041966,5.0,2,1,11601,3,No,16.9
Sehore,Nasrullaganj,Bagmau,Commercial,Cooperative,8815.5,44466854,7.5,2,2,8824,11,No,18.3
Sehore,Budhni,Doraha,Industrial,Government,12046.9,74297998,5.0,3,4,2751,1,No,6.8
Sehore,Shyampur,Dewas Naka,Residential,Institutional,13727.9,46567972,6.0,2,4,6800,3,No,2.7
Sehore,Budhni,Sewas,Mixed-use,Government,10421.1,25245510,7.5,3,5,7415,4,No,14.2
Sehore,Shyampur,Borkhedi,Commercial,Institutional,4512.2,27447041,5.0,3,2,10251,15,No,10.4
Sehore,Ichhawar,Kachnariya Kalan,Industrial,Institutional,7190.2,26607102,6.0,3,1,8545,14,Yes,16.7
Sehore,Ashta,Amlaha,Agricultural,Private,9639.4,19306643,6.0,3,0,10314,1,Yes,11.4
Sehore,Ashta,Kalapipal Road,Residential,Cooperative,10509.1,51110312,6.0,3,1,4768,15,Yes,8.2
Sehore,Ichhawar,Paraswada,Agricultural,Institutional,8941.0,74950096,5.0,3,4,3833,1,Yes,14.4
Sehore,Nasrullaganj,Ladkheda Khurd,Residential,Private,10207.2,22317715,5.0,2,5,1912,13,No,3.8
Sehore,Ichhawar,Pipalkheda,Agricultural,Private,3938.7,34187967,6.0,3,4,258,15,Yes,12.7
Sehore,Nasrullaganj,Paraswada,Mixed-use,Government,3324.0,12098273,7.5,3,3,5066,3,Yes,11.5
Sehore,Jawar,Rasuliya Khurd,Agricultural,Cooperative,10291.1,85341523,6.0,3,0,5832,4,Yes,15.8
Sehore,Ichhawar,Jhal,Commercial,Institutional,7017.4,50770744,6.0,3,0,749,12,Yes,3.0
Sehore,Ashta,Bagmau,Residential,Private,6530.3,50540701,6.0,2,5,5157,5,Yes,9.1
Sehore,Shyampur,Bagwada,Agricultural,Institutional,3956.3,33655149,7.5,3,1,10557,4,Yes,8.1
Sehore,Shyampur,Kalapipal Road,Commercial,Private,11041.8,50162865,6.0,3,4,3730,10,Yes,6.2
Sehore,Jawar,Banet Mal,Mixed-use,Cooperative,8845.2,28458660,5.0,2,5,5731,3,No,11.2
Sehore,Jawar,Dhodal,Industrial,Government,3781.9,27929893,7.5,2,1,4084,1,No,4.7
Sehore,Rehti,Bagwada,Commercial,Private,2777.4,7887878,6.0,2,1,2549,5,No,18.7
Sehore,Ashta,Rasuliya Kalan,Mixed-use,Institutional,2927.9,22109903,5.0,2,1,3820,6,Yes,6.6
Sehore,Budhni,Ladkheda,Residential,Government,3788.2,7790631,5.0,2,3,11661,2,No,18.9
Sehore,Rehti,Mangrola,Industrial,Private,12075.3,104429336,6.0,2,2,2538,3,No,18.9
Sehore,Sehore,Kankariya,Residential,Private,8938.5,20113015,6.0,2,1,5305,4,Yes,18.8
Sehore,Budhni,Pipliya Khurd,Residential,Government,12348.6,84737085,6.0,2,2,11772,12,Yes,14.6
Sehore,Nasrullaganj,Bamuliya Kalan,Agricultural,Private,9277.7,74183464,5.0,3,5,8196,14,No,7.2
Sehore,Budhni,Pipalkheda,Industrial,Government,2671.3,13675583,7.5,2,2,6760,4,Yes,16.8
Sehore,Sehore,Bherunda,Industrial,Government,12693.0,20251273,7.5,3,5,7137,4,No,2.7
Sehore,Ashta,Paraswada,Industrial,Private,4744.9,15721250,5.0,3,4,9263,11,No,10.1
Sehore,Rehti,Jetpura Kalan,Industrial,Cooperative,6951.8,11253377,5.0,2,5,6971,1,Yes,14.9
Sehore,Ashta,Kachhi Barod,Residential,Private,13753.6,97957595,6.0,2,0,3597,10,Yes,9.8
Sehore,Budhni,Mangrola,Mixed-use,Government,650.9,4812748,6.0,2,3,4032,9,Yes,8.2
Sehore,Shyampur,Mangrola,Agricultural,Private,7949.4,51515387,6.0,2,2,10334,1,No,6.7
Sehore,Sehore,Harpura Mal,Mixed-use,Government,5752.5,13856494,5.0,2,3,2607,12,No,3.2
Sehore,Ashta,Rasuliya Kalan,Mixed-use,Private,10124.6,86556389,6.0,3,1,10409,4,No,4.3
Sehore,Sehore,Pathar,Residential,Cooperative,7775.2,53005202,7.5,2,4,3686,1,No,12.1
Sehore,Rehti,Kachhi Barod,Agricultural,Institutional,14656.0,85891766,5.0,3,3,1351,5,No,9.7
Sehore,Ashta,Jhal,Industrial,Cooperative,6785.7,10497647,7.5,3,3,1704,2,No,6.2
Sehore,Sehore,Shyampur,Agricultural,Institutional,12329.7,32770194,6.0,2,0,8303,1,No,4.3
Sehore,Ichhawar,Budhni,Residential,Government,5294.4,40656522,6.0,3,2,3554,4,No,14.1
Sehore,Shyampur,Chandpur,Residential,Government,1563.4,7756078,7.5,3,0,9747,13,Yes,16.8
Sehore,Budhni,Bhatkhedi,Agricultural,Cooperative,10125.6,11147495,5.0,2,2,10941,1,Yes,19.1
Sehore,Nasrullaganj,Magarda,Agricultural,Private,9900.1,88846479,6.0,2,4,11845,1,Yes,11.4
Sehore,Shyampur,Ladkheda,Industrial,Government,7844.8,37862794,6.0,3,0,6468,4,Yes,4.1
Sehore,Nasrullaganj,Bagwada,Mixed-use,Government,11604.9,17123167,5.0,2,2,3710,6,Yes,12.3
Sehore,Jawar,Budhni,Industrial,Institutional,1666.8,14889054,7.5,3,2,4497,7,No,3.1
Sehore,Shyampur,Doraha Mal,Commercial,Institutional,1568.7,9169183,6.0,2,1,5568,3,No,15.6
Sehore,Sehore,Nasrullaganj,Residential,Government,1980.7,2572612,5.0,3,0,6149,7,No,9.1
Sehore,Budhni,Banet,Agricultural,Private,9916.7,51063634,7.5,2,2,1725,15,Yes,15.5
Sehore,Ashta,Magarda,Residential,Cooperative,6086.0,8201227,7.5,2,1,3613,10,Yes,9.8
Sehore,Nasrullaganj,Mardikhurd,Industrial,Private,8788.9,35620876,5.0,3,0,5397,3,No,7.9
Sehore,Rehti,Gunaur,Agricultural,Institutional,4599.7,5144789,5.0,3,5,9148,3,No,10.8
Sehore,Sehore,Salkanpur,Residential,Government,13035.1,37510374,5.0,3,2,730,4,Yes,16.8
Sehore,Budhni,Mangrola,Residential,Government,5753.5,23273986,7.5,2,2,2041,10,Yes,13.4
Sehore,Sehore,Sehore City,Industrial,Private,445.6,2064732,5.0,2,0,9555,13,Yes,14.7
Sehore,Sehore,Bamuliya Mal,Mixed-use,Government,13334.8,90813306,6.0,2,2,1088,1,Yes,5.3
Sehore,Nasrullaganj,Kurawar,Commercial,Private,7773.8,14668497,7.5,2,2,209,6,Yes,14.0
Sehore,Jawar,Harpura,Agricultural,Private,6718.4,38281249,5.0,3,2,7429,1,No,8.3
Sehore,Nasrullaganj,Jawar,Industrial,Cooperative,1573.3,9887651,7.5,3,4,3534,2,Yes,4.0
Sehore,Nasrullaganj,Harpura Kalan,Industrial,Institutional,4775.4,9556274,5.0,3,2,10886,8,No,15.8
Sehore,Shyampur,Khejra,Residential,Government,3284.7,29381702,6.0,3,2,10179,11,No,0.2
Sehore,Jawar,Bagwada,Mixed-use,Private,10643.6,44122781,7.5,3,0,3094,14,No,19.3
Sehore,Budhni,Sehore City,Industrial,Private,3424.3,15111499,6.0,3,1,1120,12,Yes,7.0
Sehore,Sehore,Chandpur,Residential,Private,1291.7,11588624,7.5,3,5,5494,5,No,15.8
Sehore,Ichhawar,Harpura Khurd,Commercial,Cooperative,638.8,5396690,5.0,2,2,7272,5,No,9.3
Sehore,Nasrullaganj,Harpura Mal,Industrial,Institutional,7670.8,39382777,6.0,2,5,4087,7,Yes,0.6
Sehore,Ashta,Paraswada,Industrial,Private,11322.1,51584917,5.0,3,2,9456,15,No,12.0
Sehore,Jawar,Rehti,Industrial,Private,1730.9,13985217,6.0,2,4,11575,13,No,16.7
Sehore,Ashta,Mardikhurd,Mixed-use,Private,2619.7,4565101,6.0,3,0,5893,6,No,9.0
Sehore,Jawar,Bilpank,Commercial,Institutional,9980.8,68301509,7.5,3,2,2700,4,Yes,9.7
Sehore,Ashta,Ladkui,Commercial,Institutional,3717.5,3755041,5.0,3,4,11432,13,Yes,7.8
Sehore,Sehore,Kachnariya,Commercial,Cooperative,10787.1,93394269,7.5,3,5,7527,4,Yes,19.9
Sehore,Jawar,Bilpank,Agricultural,Cooperative,10441.5,23369777,7.5,3,5,11891,3,Yes,15.9
Sehore,Rehti,Kukri,Industrial,Institutional,14548.7,42901361,7.5,2,3,10844,13,No,11.1
Sehore,Budhni,Jetpura,Residential,Government,4160.3,10842015,5.0,3,4,6448,8,Yes,8.7
Sehore,Rehti,Rasuliya,Mixed-use,Private,7207.1,20410248,6.0,3,4,2102,2,Yes,7.8
Sehore,Rehti,Ichhawar,Industrial,Government,14022.2,55639465,6.0,3,2,6614,4,No,0.4
Sehore,Nasrullaganj,Bamuliya Mal,Agricultural,Institutional,7331.1,57003997,5.0,2,2,10886,3,No,13.9
Sehore,Budhni,Bijepur,Industrial,Cooperative,14310.2,81074863,5.0,3,2,2116,10,Yes,6.7
Sehore,Ichhawar,Badiyakhedi,Residential,Private,794.8,1304771,5.0,2,0,5402,7,Yes,8.4
Sehore,Shyampur,Salkanpur,Mixed-use,Institutional,11833.7,103468464,7.5,2,1,1487,14,Yes,0.1
Sehore,Ichhawar,Dhaturiya Khurd,Commercial,Institutional,10016.9,40105103,7.5,2,5,11299,15,No,9.6
Sehore,Jawar,Jetpura Khurd,Commercial,Private,995.5,6294033,7.5,2,3,11129,15,No,19.0
Sehore,Jawar,Ladkheda Khurd,Industrial,Institutional,14543.9,98856556,5.0,2,1,1226,13,Yes,17.6
Sehore,Ashta,Sonda,Commercial,Private,7931.9,70374945,6.0,2,3,6348,2,Yes,16.6
Sehore,Ichhawar,Salkanpur,Industrial,Institutional,11487.5,74924040,6.0,2,3,8352,4,No,18.3
Sehore,Budhni,Sonda,Industrial,Cooperative,4166.8,32054397,5.0,2,4,10968,2,Yes,13.2
Sehore,Rehti,Chandbad,Mixed-use,Government,13291.8,80821012,6.0,3,0,2914,7,Yes,9.3
Sehore,Nasrullaganj,Kachnariya Kalan,Mixed-use,Institutional,12697.2,29499744,5.0,3,1,10124,7,No,5.2
Sehore,Nasrullaganj,Bagwada,Industrial,Cooperative,7648.9,61014246,5.0,2,2,3696,4,Yes,8.6
Sehore,Ashta,Kachnariya Kalan,Mixed-use,Private,4861.5,24295138,5.0,3,2,11559,6,Yes,15.4
Sehore,Sehore,Dhaturiya,Industrial,Cooperative,13941.7,19756001,6.0,2,5,2539,1,No,19.1
Sehore,Jawar,Khejra Khurd,Commercial,Private,6233.8,50435156,6.0,3,5,418,4,Yes,3.9
Sehore,Nasrullaganj,Doraha,Mixed-use,Private,2694.1,9579679,7.5,3,3,3775,12,No,19.4
Sehore,Jawar,Kachnariya Kalan,Agricultural,Cooperative,12802.5,45151564,6.0,2,4,10593,14,Yes,5.2
Sehore,Shyampur,Khejra,Residential,Private,1040.7,6663914,6.0,3,0,3628,12,No,3.1
Sehore,Rehti,Pipalkheda,Industrial,Cooperative,1632.8,3726868,7.5,3,5,2677,4,Yes,0.7
Sehore,Ashta,Bijepur,Residential,Institutional,6017.0,18014643,7.5,2,4,2771,11,No,19.9
Sehore,Ichhawar,Pipliya,Industrial,Government,14426.3,111204899,5.0,2,0,7778,11,Yes,1.8
Sehore,Shyampur,Bilpank,Industrial,Institutional,11456.5,38091306,6.0,2,1,93,8,Yes,0.2
Sehore,Shyampur,Budhni,Mixed-use,Institutional,2134.9,10161446,7.5,2,3,11221,12,Yes,9.9
Sehore,Sehore,Pipalia,Industrial,Institutional,1068.0,6405485,7.5,3,2,5489,2,Yes,0.5
Sehore,Rehti,Bilkisganj,Residential,Private,9307.2,60581353,6.0,2,1,7083,15,Yes,4.2
Sehore,Ashta,Ashta,Commercial,Cooperative,240.2,1108373,5.0,2,2,677,3,Yes,0.2
Sehore,Jawar,Jetpura Kalan,Agricultural,Government,13167.2,80556397,5.0,3,2,3403,10,Yes,19.6
Sehore,Ichhawar,Harpura Mal,Residential,Private,13078.3,87306987,5.0,2,3,7034,10,No,16.7
Sehore,Shyampur,Jetpura Khurd,Agricultural,Private,3791.0,29816308,6.0,3,2,4190,2,Yes,7.9
Sehore,Sehore,Pipalkheda,Agricultural,Cooperative,143.9,933363,6.0,3,5,5477,9,Yes,2.1
Sehore,Budhni,Jamuniya,Industrial,Institutional,2209.1,18916450,7.5,2,4,108,10,Yes,6.0
Sehore,Budhni,Harpura Kalan,Residential,Institutional,12286.3,76587579,6.0,3,0,11827,13,Yes,2.5
Sehore,Ichhawar,Dhodal,Agricultural,Government,10496.1,68964762,5.0,2,2,8294,14,Yes,19.7
Sehore,Shyampur,Rasuliya Kalan,Agricultural,Government,5299.6,16789695,5.0,3,3,6678,3,No,14.9
Sehore,Jawar,Kalapipal Road,Agricultural,Private,11592.1,19654602,6.0,2,2,5282,9,No,16.7
Sehore,Shyampur,Mogra,Mixed-use,Government,6075.8,16820200,6.0,3,4,9676,1,Yes,0.5
Sehore,Rehti,Mangrola,Mixed-use,Private,10623.9,61024438,5.0,3,0,5120,14,Yes,3.6
Sehore,Jawar,Bhatkhedi,Agricultural,Institutional,9938.4,38916022,5.0,2,2,5827,10,No,8.9
Sehore,Shyampur,Dewas Naka,Mixed-use,Private,1676.1,4201874,6.0,2,0,11660,5,No,9.4
Sehore,Ichhawar,Ralayati,Agricultural,Institutional,11524.5,74478576,5.0,3,0,9052,10,No,19.4
Sehore,Shyampur,Rehti,Residential,Institutional,9916.7,86414967,5.0,2,1,3350,7,No,1.3
Sehore,Jawar,Khejra,Industrial,Cooperative,10236.9,15998061,7.5,2,0,11303,15,No,5.7
Sehore,Budhni,Barkheda,Commercial,Cooperative,8693.6,68526435,7.5,2,3,1772,11,No,13.9
Sehore,Ashta,Amlaha,Commercial,Cooperative,11242.7,90564731,7.5,3,1,8460,6,No,10.3
Sehore,Budhni,Bijepur,Agricultural,Government,14539.8,68908373,7.5,2,0,11711,15,Yes,12.9
Sehore,Shyampur,Chandpur,Industrial,Institutional,9262.9,81900185,7.5,3,2,5172,8,No,17.4
Sehore,Nasrullaganj,Mardikhurd,Residential,Private,6822.3,38561299,5.0,3,1,6367,11,No,5.8
Sehore,Jawar,Dewas Naka,Industrial,Institutional,14903.2,27913714,6.0,2,5,4295,4,No,11.6
Sehore,Jawar,Bamuliya Kalan,Mixed-use,Institutional,14325.7,87310031,7.5,2,3,9978,12,No,7.3
Sehore,Rehti,Mogra,Mixed-use,Government,13835.2,68830591,6.0,2,3,7864,9,No,19.9
Sehore,Jawar,Kankariya,Residential,Cooperative,12627.8,82679122,5.0,3,5,11026,2,No,9.4
Sehore,Sehore,Pandharinath,Commercial,Institutional,9891.2,60685964,5.0,3,4,8808,4,No,11.7
Sehore,Ichhawar,Salkanpur,Commercial,Institutional,4295.2,12414720,5.0,3,4,9681,10,No,2.7
Sehore,Rehti,Banet Mal,Residential,Government,3425.2,24386857,5.0,3,2,3254,3,No,4.8
Sehore,Rehti,Bherunda,Agricultural,Cooperative,2405.7,13842119,5.0,2,1,2146,4,No,9.7
Sehore,Budhni,Bairagarh,Industrial,Institutional,13302.5,75575233,7.5,3,2,6081,6,No,19.7
Sehore,Ashta,Kothrikalan,Residential,Private,6213.2,29587930,5.0,2,3,5115,5,No,11.3
Sehore,Shyampur,Pipalkheda,Residential,Government,1688.0,9300454,7.5,2,5,2466,8,Yes,16.9
Sehore,Rehti,Ichhawar,Industrial,Cooperative,1622.2,3618432,5.0,2,5,11684,11,Yes,7.4
Sehore,Nasrullaganj,Pathar,Industrial,Institutional,3785.1,3917456,6.0,3,2,5355,13,No,11.7
Sehore,Ashta,Paraswada,Industrial,Government,10608.9,46993515,6.0,3,3,8879,10,No,18.5
Sehore,Jawar,Bilpank,Commercial,Cooperative,6196.3,55080842,7.5,2,2,11164,14,No,0.8
Sehore,Ichhawar,Doraha Mal,Commercial,Cooperative,8518.2,57642504,5.0,3,4,334,3,Yes,3.1
Sehore,Shyampur,Bhatkhedi,Agricultural,Private,6054.1,28232039,7.5,2,3,10590,15,No,0.6
Sehore,Budhni,Magarda,Residential,Government,657.0,1746077,5.0,3,2,10070,1,No,8.8
Sehore,Shyampur,Harpura,Residential,Cooperative,2800.2,4455358,7.5,2,5,3943,13,Yes,11.8
Sehore,Budhni,Kalapipal Road,Commercial,Cooperative,11765.3,69123515,5.0,2,2,3725,1,No,1.8
Sehore,Ichhawar,Sonda Khurd,Residential,Private,13473.9,27047328,5.0,2,5,7640,8,No,3.7
Sehore,Ashta,Karadiya,Agricultural,Institutional,7405.7,39485635,6.0,2,4,2430,1,No,4.0
Sehore,Ichhawar,Doraha Mal,Mixed-use,Private,14403.0,127420545,5.0,3,4,9117,1,No,5.2
Sehore,Sehore,Rasuliya,Mixed-use,Institutional,2129.3,17137274,6.0,3,0,9353,7,Yes,13.0
Sehore,Nasrullaganj,Ralayati,Commercial,Institutional,13758.9,123755669,5.0,3,3,3613,8,No,13.9
Sehore,Shyampur,Dewas Naka,Mixed-use,Institutional,290.3,298669,7.5,3,3,5261,8,No,9.2
Sehore,Ashta,Jhal,Residential,Government,13580.8,69419519,7.5,3,1,8991,5,Yes,8.0
Sehore,Ashta,Kalapipal Road,Commercial,Government,13412.2,87127519,5.0,3,2,2008,8,Yes,0.1
Sehore,Jawar,Dewas Naka,Residential,Cooperative,576.5,2362232,7.5,3,4,8492,1,Yes,1.6
Sehore,Sehore,Pachama,Agricultural,Cooperative,14543.7,81704005,6.0,2,1,7688,10,Yes,18.0
Sehore,Ichhawar,Jetpura,Commercial,Institutional,3634.3,14481396,7.5,3,0,6585,13,Yes,1.8
Sehore,Budhni,Bamuliya Kalan,Mixed-use,Institutional,8378.0,43384600,5.0,2,3,69,12,No,9.8
Sehore,Budhni,Rasuliya,Commercial,Private,7234.7,44789405,7.5,2,3,4723,1,No,4.6
Sehore,Sehore,Gunaur,Mixed-use,Institutional,11001.6,63554271,6.0,2,5,4861,7,Yes,13.4
Sehore,Rehti,Kothri,Residential,Private,13901.5,77364618,5.0,2,5,7733,1,Yes,10.0
Sehore,Rehti,Ichhawar,Commercial,Private,5633.6,12330700,7.5,3,4,7808,3,Yes,14.1
Sehore,Ichhawar,Rehti,Residential,Private,14847.2,35294599,6.0,3,4,9930,8,No,13.0
Sehore,Rehti,Rasuliya Kalan,Commercial,Cooperative,4873.7,38680339,6.0,3,2,2786,6,Yes,7.7
Sehore,Nasrullaganj,Jetpura Kalan,Commercial,Private,4276.7,18114854,5.0,3,5,3510,8,No,0.9
Sehore,Rehti,Kurawar,Commercial,Government,6922.1,50170090,7.5,2,3,6992,13,No,14.9
Sehore,Shyampur,Pachama,Mixed-use,Private,11173.7,91669893,5.0,3,2,8183,13,Yes,16.2
Sehore,Shyampur,Dewas Naka,Mixed-use,Private,12015.1,62090672,7.5,3,4,8391,2,No,5.5
Sehore,Ashta,Pipliya,Residential,Government,14343.6,105794237,7.5,3,1,4690,12,Yes,13.5
Sehore,Shyampur,Bamuliya,Agricultural,Institutional,480.0,2850058,7.5,3,1,3042,5,No,15.3
Sehore,Rehti,Patla,Industrial,Private,1529.8,2956308,7.5,2,5,8538,6,Yes,19.2
Sehore,Nasrullaganj,Sonda,Industrial,Institutional,8979.1,67774709,5.0,2,2,9501,7,Yes,10.1
Sehore,Jawar,Jawar,Industrial,Government,9790.4,64082474,7.5,2,0,2609,3,No,5.4
Sehore,Rehti,Bamuliya Kalan,Industrial,Government,209.1,1633593,6.0,2,4,8521,14,No,18.4
Sehore,Budhni,Bamuliya Kalan,Commercial,Private,12819.7,95313486,6.0,3,4,11991,9,No,9.0
Sehore,Sehore,Sehore City,Agricultural,Government,8791.4,74584507,5.0,3,5,9022,15,No,13.7
Sehore,Ichhawar,Bilkisganj,Agricultural,Cooperative,1251.6,3085560,6.0,2,2,5688,13,Yes,12.5
Sehore,Ichhawar,Kalapipal,Industrial,Cooperative,9325.5,46884661,7.5,3,4,8926,9,No,18.8
Sehore,Rehti,Bairagarh,Agricultural,Institutional,7729.8,62362645,6.0,2,1,4598,1,Yes,18.4
